review_date,review_rating,review_title,review_text,verified_purchase
2019-03-11,5,I like the fragrance,"My favourite conditioner, because I like the way it smells.",False
2019-03-09,4,Great fragrance,"Love the fragrance of this item, came well packaged arrived promptly too",True
2019-02-25,5,Makes clothes smell lovely,Clothes smell lovely and fabric is beautiful and soft. The fresh smell lasts all day on my clothes.,True
2019-02-22,4,Many washes,"My friend recommended it to me. After several washes, I hardly to see the difference by adding it. Good thing is there is plenty of it, many washes...",True
2019-02-22,4,Great Washing Capsules,Great washing capsules.,True
2019-02-22,4,Great Washing Capsules,Great washing capsules.,True
2019-02-22,4,Great Washing Capsules,Great washing capsules.,True
2019-02-22,4,Great Washing Capsules,Great washing capsules.,True
2019-02-23,3,"Great offer by Superdrug, but...","Great offer by Superdrug, however it looks like St Ives have changed the ingredients for this product as it is not as effective as I remember it being - in particular the texture, consistency and smell is very different. They need to bring back the old product!",False
2019-03-12,4,Leaves hair soft and fluffy!,Leaves my severely damaged hair moisturised and fluffy. Couldn2019t ask for anymore considering the already amazing value for money and price.,False
2019-02-26,5,Amazing product,"I discovered this amazing product 2 years ago and since then it has become a staple of mine! I love how after usage the skin feels tanned enough, much softer and shimmery as well. Could not recommend it more!",False
2019-03-14,5,Moisturiser,"Great product, it's the only moisturiser I use on my sensitive skin.",False
2019-03-01,5,Very Effective,I have eczema and acne rosacea on my face and I use this coz have very dry skin and other products sting my face and make it worse where as this it makes my skin nice and soft and is very effective and helps my eczema too.,False
2019-02-23,5,Amazing For My Skin,"So I have a oily combination skin type and I am forever getting spots and blackheads in my t-zone because of this, especially over my nose. Being fed up with it all I started to cleanse, tone and moisturise. This toner is by far the best one I have ever used. It smells amazing. It doesn2019t irritate my skin like some other brands I2019ve tried do (despite not having sensitive skin) and my blackheads and spots are clearing up. My oily t-zone isn2019t so much of a problem anymore. Definitely getting this from now on and recommending to anyone that has similar issues to me [This review was collected as part of a promotion.]",False
2019-02-23,5,By far the best toner,"I2019ve been using this product for a few days now and I have to say that is really kind to skin.It doesn2019t had a bad smell,my skin feels so smooth and soft after using it.I truly recommend this product to everyone. [This review was collected as part of a promotion.]",False
2019-02-25,5,Great for every day skin care,"This product is really surprising! It leaves my face looking and feeling so smooth, soft and fresh! Its a really gentle product and feels amazing when being massaged into wet skin. It rinses off without leaving and any residue and is fantastic value for money! I would certainly recommend this product as part of your every day skin care routine. [This review was collected as part of a promotion.]",False
2019-03-16,5,Great facewash,I always buy this product. It is really creamy and doesn't irritate my skin,False
2019-02-25,4,Simple kind to skin.,"Bought this for someone else while I was doing my shop, so can2019t personally comment on the use of it. They always use simple wash and face scrub, say it2019s doesn2019t dry out her skin.",False
2019-03-02,4,Gentle and refreshing,"Having sensitive skin it's usually difficult to find a facial wash that is effective, refreshing, gentle and doesn't dry out my skin. This ticked all those boxes and my skin was left feeling clean and fresh. I will definitely be buying this Simple product again. [This review was collected as part of a promotion.]",False
2019-03-02,5,Kind cleansing,"Suffering from mild Ezyema, my skin has always been sensitive and dry so i2019m very careful when using skincare products preferring brands who use no nasties. I2019ve been a fan of Simple for a while now, using their moisturisers and face wipes and have just switched to using their Kind to Skin face wash. 3 weeks in and i2019ve noticed my skin is more radiant and less dry than it has been, with my face left feeling clean and fresh after each wash. It2019s light, refreshing, non perfumed and best of all kind to skin but still cleansing. A great every day mild cleanser that you can introduce to your skin care regime. A great product at a very affordable price range. [This review was collected as part of a promotion.]",False
2019-03-19,4,Simple products never let you down,"I bought this a few months ago due to the fact that I love Simple skincare products and was looking for a drugstore face wash that didn2019t have lots of nasties. This is the perfect gentle face wash after I take my makeup off, leaved my skin feeling very soft and clean, followed by Simple moisturiser and it2019s a no brainer. [This review was collected as part of a promotion.]",False
2019-03-13,4,Good and fresh wash,"I really like this product, I use it in my double cleansing routine, after using oil to remove my makeup, this product helps removing all the rest. I feel that it really respect my acne prone skin and leaves it fresh and smooth. [This review was collected as part of a promotion.]",False
2019-02-26,5,Amazing,I use to use shops own brand face wash which seemed to dry my face out and cause spots since trying the simple kind refreshing face wash my face has never felt as soft and no signs of dry skin or spots will definitely be buying this face wash [This review was collected as part of a promotion.],False
2019-02-24,5,Lovely and refreshing,I usually like a moisturising face wash as I have fairly dry skin but this is lovely to use after a long day. Leaves no residue and left my skin feeling really soft. I need to be careful not to use too much as a little can go along way. [This review was collected as part of a promotion.],False
2019-03-01,3,Lathers up nicely,"I2019ve been using this daily, the product lathers up nicely with a little water and the bottle is a good size so it2019ll last a long time. I found it quite drying on my skin compared to other facial washes I2019ve used and I don2019t think even the smell was refreshing to me which was a little disappointing [This review was collected as part of a promotion.]",False
2019-02-26,5,Kind and soft on skin,I2019ve been using this face wash for just over a week now. I2019m really happy with the way it makes my skin feel. It2019s not drying all and has no harsh chemical smells. It lathers up really well and a little goes a long way. It removes my make up well and leaves my skin nice and soft . Great packaging in a easy squeeze tube. [This review was collected as part of a promotion.],False
2019-03-15,5,"Great, as always.","I really liked this face wash and I would definitely buy it in the future. My skin reacts well to simple products, my face was glowing when I got out of the shower. I would definitely rocemmend to a friend as well. [This review was collected as part of a promotion.]",False
2019-02-26,5,Brilliant after effects,This is something I've never tried before and I've now been using it daily and my skin in looking and feeling better. It has a very delicate smell and is easy on the skin and is all goodness I absolutely love this x [This review was collected as part of a promotion.],False
2019-03-05,5,,This bleach has became a bit of a obsession of mine. living in a very big house 6 bed pool room I use 2 bottles of this each day and I have to say I luv it!!. I always used the pink bleach in the stables aswell but my new favourite has to be the white 1. My maid thought it was for white washing and added it to the whites bedding towels ect and it done the trick there aswell.,False
2019-03-10,5,please sell bigger bottle of this,I always used the honey suckle and sandalwood 55 wash bottle and loved the smell of that . But when I was in Asda yesterday I smelt this one and wow can honestly say I will be making a permanent change to this one it’s beautiful cherry blossom and sweet pea such beautiful smells I just wish you would sell the bigger size bottle of this the 55washes one like you do in the honey suckle and sandal wood one can you start selling the 55 wash in this one please? Thanks,False
2019-03-03,5,Best Scented Fabric Conditioner,"This is one of the nicest smelling fabric conditioners I have smelt ever. My clothes always have a beautiful scent after using and I just can’t get enough of it, mmmm! Please don’t stop making this Comfort people!",False
2019-02-27,4,It's ok,Bought this when down in price. Smells in tub. Cleans good on a 30 wash. Only reason why I won't buy again clothes don't smell like they do when you put them in.,False
2019-02-23,5,By far the best toner,"I've been using this product for a few days now and I have to say that is really kind to skin.It doesn't had a bad smell,my skin feels so smooth and soft after using it.I truly recommend this product to everyone. [This review was collected as part of a promotion.]",False
2019-03-14,5,Excellent,"I've been using this remover for years. It's not scented, not greasy & doesn't irritate the eye area even when removing stubborn mascara. Fantastic value too.",False
2019-02-23,5,Amazing For My Skin,"So I have a oily combination skin type and I am forever getting spots and blackheads in my t-zone because of this, especially over my nose. Being fed up with it all I started to cleanse, tone and moisturise. This toner is by far the best one I have ever used. It smells amazing. It doesn't irritate my skin like some other brands I've tried do (despite not having sensitive skin) and my blackheads and spots are clearing up. My oily t-zone isn't so much of a problem anymore. Definitely getting this from now on and recommending to anyone that has similar issues to me [This review was collected as part of a promotion.]",False
2019-03-01,5,Very Effective,I have eczema and acne rosacea on my face and I use this coz have very dry skin and other products sting my face and make it worse where as this it makes my skin nice and soft and is very effective and helps my eczema too.,False
2019-03-01,3,Lathers up nicely,"I've been using this daily, the product lathers up nicely with a little water and the bottle is a good size so it'll last a long time. I found it quite drying on my skin compared to other facial washes I've used and I don't think even the smell was refreshing to me which was a little disappointing [This review was collected as part of a promotion.]",False
2019-03-02,5,Kind cleansing,"Suffering from mild Ezyema, my skin has always been sensitive and dry so i'm very careful when using skincare products preferring brands who use no nasties. I've been a fan of Simple for a while now, using their moisturisers and face wipes and have just switched to using their Kind to Skin face wash. 3 weeks in and i've noticed my skin is more radiant and less dry than it has been, with my face left feeling clean and fresh after each wash. It's light, refreshing, non perfumed and best of all kind to skin but still cleansing. A great every day mild cleanser that you can introduce to your skin care regime. A great product at a very affordable price range. [This review was collected as part of a promotion.]",False
2019-02-24,5,Lovely and refreshing,I usually like a moisturising face wash as I have fairly dry skin but this is lovely to use after a long day. Leaves no residue and left my skin feeling really soft. I need to be careful not to use too much as a little can go along way. [This review was collected as part of a promotion.],False
2019-03-02,4,Gentle and refreshing,"Having sensitive skin it's usually difficult to find a facial wash that is effective, refreshing, gentle and doesn't dry out my skin. This ticked all those boxes and my skin was left feeling clean and fresh. I will definitely be buying this Simple product again. [This review was collected as part of a promotion.]",False
2019-03-13,4,Good and fresh wash,"I really like this product, I use it in my double cleansing routine, after using oil to remove my makeup, this product helps removing all the rest. I feel that it really respect my acne prone skin and leaves it fresh and smooth. [This review was collected as part of a promotion.]",False
2019-02-25,5,Great for every day skin care,"This product is really surprising! It leaves my face looking and feeling so smooth, soft and fresh! Its a really gentle product and feels amazing when being massaged into wet skin. It rinses off without leaving and any residue and is fantastic value for money! I would certainly recommend this product as part of your every day skin care routine. [This review was collected as part of a promotion.]",False
2019-02-26,5,Amazing,I use to use shops own brand face wash which seemed to dry my face out and cause spots since trying the simple kind refreshing face wash my face has never felt as soft and no signs of dry skin or spots will definitely be buying this face wash [This review was collected as part of a promotion.],False
2019-02-26,5,Kind and soft on skin,I've been using this face wash for just over a week now. I'm really happy with the way it makes my skin feel. It's not drying all and has no harsh chemical smells. It lathers up really well and a little goes a long way. It removes my make up well and leaves my skin nice and soft . Great packaging in a easy squeeze tube. [This review was collected as part of a promotion.],False
2019-03-19,4,Simple products never let you down,"I bought this a few months ago due to the fact that I love Simple skincare products and was looking for a drugstore face wash that didn't have lots of nasties. This is the perfect gentle face wash after I take my makeup off, leaved my skin feeling very soft and clean, followed by Simple moisturiser and it's a no brainer. [This review was collected as part of a promotion.]",False
2019-02-26,5,Brilliant after effects,This is something I've never tried before and I've now been using it daily and my skin in looking and feeling better. It has a very delicate smell and is easy on the skin and is all goodness I absolutely love this x [This review was collected as part of a promotion.],False
2019-03-15,5,"Great, as always.","I really liked this face wash and I would definitely buy it in the future. My skin reacts well to simple products, my face was glowing when I got out of the shower. I would definitely rocemmend to a friend as well. [This review was collected as part of a promotion.]",False
2019-03-05,5,Best face wash,"This is the best face wash that I have used. It is gentle, fragrance free and it does not dry your skin.",False
2019-02-23,3,average but wouldn't use again,I found that a lot of product was needed to remove eye make up. It made my skin feel quite dry around my eyes after using as well.,False
2019-03-03,4,a nice mixture of variety,A nice mixture of variety you get two of each flavour but its a bit too creamy compared to other brands..,False
2019-03-23,5,A scrumptious combination of treats,These are yummy especially the almond flavoured one as it just melts in your mouth. This is my FAVE! The white chocolate flavoured ice cream is rich and creamy. Its great for white chocolate lovers. All three are scrumptious in their own special way. If you like dark chocolate there is a sweet treat in there for you too. I would 100% recommend!!,False
2019-02-26,2,Poor Vale,"For hard water areas, which is most of England, you need to use two capsules in a wash giving only 19 washes in this packet, not the 38 advertised.",False
2019-03-07,3,MESSY,"These capsules do a good job but the last two times I've purchased them some have split in the packet. This is inconvenient, messy and wasteful. They are kept in a cool cupboard so they must be getting damaged in transit. Will be using Persil liquid until I read the problem has gone away.",False
2019-03-01,4,Once you pop,"Just pop it in the washer, add washing and press go. No problems just simple.",False
2019-02-23,5,my favourite,"Low carb, genuine taste and often on offer. Nothing wrong with the bottle....",False
2019-02-23,5,Wonderful,What can I say! This ice cream was absolutely gorgeous! Thoroughly recommend. Yummy!,False
2019-03-23,5,Family Favourite,I’ve tried to substitute Magnums with other brands but there is always the ‘Not a Magnum’ disappointment from the family. I give up! Somethings are not worth cost cutting for. They’re just delicious.,False
2019-03-08,5,Classics scent,What can I say but a classic smell and they came quick,True
2019-03-03,5,Bigger cans than usual!,Gift for my dad. He was pleased,True
2019-03-07,5,Ok,"Smells nice, it’s for my boys",True
2019-03-02,5,Good,Good,True
2019-02-24,5,I do not understand this question,Brilliant product and first class delivery to Spain--well done.,True
2019-02-24,2,a bit weird,They just seem a bit weird compared to the supermarket ones. I pour hot water on them but the noodles are quite tough and dried out. The ones from the supermarket as soon as I pour water on them I can easily mix it around with a fork but not these ones.... strange.,True
2019-03-07,5,Ok,"Smells nice, it’s for my boys",True
2019-03-08,5,Classics scent,What can I say but a classic smell and they came quick,True
2019-03-03,5,Bigger cans than usual!,Gift for my dad. He was pleased,True
2019-03-02,5,Good,Good,True
2019-02-24,5,Decent value,Decent value and delivered next day on prime so convenient too.,True
2019-03-18,5,Good,Awsme,True
2019-02-23,3,Fabulous smell,Lovely smell but not very big for washes,True
2019-03-10,5,Good value,Products as expected and better value than supermarket,True
2019-03-09,5,Very nice fragrance.,"I love the combination of the three products to buy together. The y work well together, the fragrance smell nice.",True
2019-02-25,2,Bottles leak,"Good quality usually. But i have a subscription and the past 2 times it has been delivered, the bottle of washing liquid has leaked everywhere and I've only had the beads and conditioner to use.",True
2019-03-05,2,Very small sizes!,Smells lovely but it was all a lot smaller than I expected for the price. It’s half the price in supermarkets for the sizes you get on amazon,True
2019-02-23,1,Washing liquid,Washing liquid had leaked in the box,True
2019-03-19,5,Quality,Really good for the price,True
2019-03-19,3,Very crafty!,Veey crafty! Price stays the same even though they’ve changed the bottles and how many washes you get! Your now getting 2 washes less!,True
2019-02-23,5,nice,product as described,True
2019-03-12,5,Amazing value,Great product says what it does on the tin,True
2019-03-12,3,Not as good as the powder,Not as good as the powder. Less suds and not totally cleaned.,True
2019-03-10,5,Better value,As expected. Better value than supermarket.,True
2019-03-08,5,Great value compare to any supermarket,Washes well,True
2019-03-06,5,Great value for money,"Quick delivery, good value",True
2019-03-05,5,Extremely good value Persil washing capsules,"Some things in life are enjoyable to buy and some things plainly are not. No matter how pretty the product and how bright and bold the actual washing detergent is, it will always be a grudge purchase. No one likes to have dirty smelly clothes and wash powder / tablets / capsules are a necessity that makes a hole in everyone's weekly grocery budget that could be better spent on something interesting such as cakes or exotic vegetables that you have to look up how to cook. Along with Ariel, Fairy and Bold, Persil is one of the big brands that dominant the market for detergents. It is owned by global consumer products giant Unilever who are experts at branding and marketing. It is refreshing to see these capsules at such reasonable value., they work out 15p each which is an absolute bargain. Even the dodgy imitation ones you find in sub prime supermarkets are more than these, and the great thing about Persil is that you can guarantee that the product is going to be high quality. These capsules come in a rubbery gossamer coated casing containing a different brightly coloured gel like liquids in each of the four compartments. And very funky they look too with purple, green, white and grey swirls of gu. These things wash your clothes nicely too and have a pleasant smell without being too overbearing. I have no idea what happens to the plasticated casing on the outside of the capsule after you put in in the washing machine. Maybe it bio-de-grades, maybe it disappears by magic, this is one of lives great mysteries like the Great Sphinx at Giza, the Bermuda Triangle or the meaning of the Voynich Manuscript.",True
2019-03-05,5,Good buy.,Please wash really well and there is no residue left in the drum. Washing comes out clean and smelling fresh.,True
2019-02-24,5,Clothes are clean and Smell nice,"Happy with purchasing this product in bulk, cheaper than picking it up from the supermarket. Did not find any residue after the wash.",True
2019-02-23,5,nice,product as described,True
2019-03-17,4,ok,it clean well,True
2019-03-16,5,Great value,Second time ordering these. Bargain pack means it works out the same per capsule as a shops own brand! Clean the clothes well. Will definitely reorder again,True
2019-03-13,5,Great value for money,Product as described. Arrived on time and great value for money .,True
2019-03-12,5,Practical purchase,Great bulk buy obviously you need space but it's something that you use and need,True
2019-03-05,5,Good buy.,Please wash really well and there is no residue left in the drum. Washing comes out clean and smelling fresh.,True
2019-02-24,5,Clothes are clean and Smell nice,"Happy with purchasing this product in bulk, cheaper than picking it up from the supermarket. Did not find any residue after the wash.",True
2019-02-23,5,nice,product as described,True
2019-03-17,4,ok,it clean well,True
2019-03-16,5,Great value,Second time ordering these. Bargain pack means it works out the same per capsule as a shops own brand! Clean the clothes well. Will definitely reorder again,True
2019-03-13,5,Great value for money,Product as described. Arrived on time and great value for money .,True
2019-03-12,5,Practical purchase,Great bulk buy obviously you need space but it's something that you use and need,True
2019-03-12,5,Amazing value,Great product says what it does on the tin,True
2019-03-12,3,Not as good as the powder,Not as good as the powder. Less suds and not totally cleaned.,True
2019-03-10,5,Better value,As expected. Better value than supermarket.,True
2019-03-08,5,Great value compare to any supermarket,Washes well,True
2019-03-06,5,Great value for money,"Quick delivery, good value",True
2019-03-05,5,Extremely good value Persil washing capsules,"Some things in life are enjoyable to buy and some things plainly are not. No matter how pretty the product and how bright and bold the actual washing detergent is, it will always be a grudge purchase. No one likes to have dirty smelly clothes and wash powder / tablets / capsules are a necessity that makes a hole in everyone's weekly grocery budget that could be better spent on something interesting such as cakes or exotic vegetables that you have to look up how to cook. Along with Ariel, Fairy and Bold, Persil is one of the big brands that dominant the market for detergents. It is owned by global consumer products giant Unilever who are experts at branding and marketing. It is refreshing to see these capsules at such reasonable value., they work out 15p each which is an absolute bargain. Even the dodgy imitation ones you find in sub prime supermarkets are more than these, and the great thing about Persil is that you can guarantee that the product is going to be high quality. These capsules come in a rubbery gossamer coated casing containing a different brightly coloured gel like liquids in each of the four compartments. And very funky they look too with purple, green, white and grey swirls of gu. These things wash your clothes nicely too and have a pleasant smell without being too overbearing. I have no idea what happens to the plasticated casing on the outside of the capsule after you put in in the washing machine. Maybe it bio-de-grades, maybe it disappears by magic, this is one of lives great mysteries like the Great Sphinx at Giza, the Bermuda Triangle or the meaning of the Voynich Manuscript.",True
2019-03-17,4,ok,it clean well,True
2019-03-16,5,Great value,Second time ordering these. Bargain pack means it works out the same per capsule as a shops own brand! Clean the clothes well. Will definitely reorder again,True
2019-03-13,5,Great value for money,Product as described. Arrived on time and great value for money .,True
2019-03-12,5,Practical purchase,Great bulk buy obviously you need space but it's something that you use and need,True
2019-03-12,5,Amazing value,Great product says what it does on the tin,True
2019-03-12,3,Not as good as the powder,Not as good as the powder. Less suds and not totally cleaned.,True
2019-03-10,5,Better value,As expected. Better value than supermarket.,True
2019-03-08,5,Great value compare to any supermarket,Washes well,True
2019-03-06,5,Great value for money,"Quick delivery, good value",True
2019-03-05,5,Extremely good value Persil washing capsules,"Some things in life are enjoyable to buy and some things plainly are not. No matter how pretty the product and how bright and bold the actual washing detergent is, it will always be a grudge purchase. No one likes to have dirty smelly clothes and wash powder / tablets / capsules are a necessity that makes a hole in everyone's weekly grocery budget that could be better spent on something interesting such as cakes or exotic vegetables that you have to look up how to cook. Along with Ariel, Fairy and Bold, Persil is one of the big brands that dominant the market for detergents. It is owned by global consumer products giant Unilever who are experts at branding and marketing. It is refreshing to see these capsules at such reasonable value., they work out 15p each which is an absolute bargain. Even the dodgy imitation ones you find in sub prime supermarkets are more than these, and the great thing about Persil is that you can guarantee that the product is going to be high quality. These capsules come in a rubbery gossamer coated casing containing a different brightly coloured gel like liquids in each of the four compartments. And very funky they look too with purple, green, white and grey swirls of gu. These things wash your clothes nicely too and have a pleasant smell without being too overbearing. I have no idea what happens to the plasticated casing on the outside of the capsule after you put in in the washing machine. Maybe it bio-de-grades, maybe it disappears by magic, this is one of lives great mysteries like the Great Sphinx at Giza, the Bermuda Triangle or the meaning of the Voynich Manuscript.",True
2019-03-05,5,Good buy.,Please wash really well and there is no residue left in the drum. Washing comes out clean and smelling fresh.,True
2019-02-24,5,Clothes are clean and Smell nice,"Happy with purchasing this product in bulk, cheaper than picking it up from the supermarket. Did not find any residue after the wash.",True
2019-02-23,5,nice,product as described,True
2019-03-17,4,ok,it clean well,True
2019-03-16,5,Great value,Second time ordering these. Bargain pack means it works out the same per capsule as a shops own brand! Clean the clothes well. Will definitely reorder again,True
2019-03-13,5,Great value for money,Product as described. Arrived on time and great value for money .,True
2019-03-12,5,Practical purchase,Great bulk buy obviously you need space but it's something that you use and need,True
2019-03-12,5,Amazing value,Great product says what it does on the tin,True
2019-03-12,3,Not as good as the powder,Not as good as the powder. Less suds and not totally cleaned.,True
2019-03-10,5,Better value,As expected. Better value than supermarket.,True
2019-03-08,5,Great value compare to any supermarket,Washes well,True
2019-03-06,5,Great value for money,"Quick delivery, good value",True
2019-03-05,5,Extremely good value Persil washing capsules,"Some things in life are enjoyable to buy and some things plainly are not. No matter how pretty the product and how bright and bold the actual washing detergent is, it will always be a grudge purchase. No one likes to have dirty smelly clothes and wash powder / tablets / capsules are a necessity that makes a hole in everyone's weekly grocery budget that could be better spent on something interesting such as cakes or exotic vegetables that you have to look up how to cook. Along with Ariel, Fairy and Bold, Persil is one of the big brands that dominant the market for detergents. It is owned by global consumer products giant Unilever who are experts at branding and marketing. It is refreshing to see these capsules at such reasonable value., they work out 15p each which is an absolute bargain. Even the dodgy imitation ones you find in sub prime supermarkets are more than these, and the great thing about Persil is that you can guarantee that the product is going to be high quality. These capsules come in a rubbery gossamer coated casing containing a different brightly coloured gel like liquids in each of the four compartments. And very funky they look too with purple, green, white and grey swirls of gu. These things wash your clothes nicely too and have a pleasant smell without being too overbearing. I have no idea what happens to the plasticated casing on the outside of the capsule after you put in in the washing machine. Maybe it bio-de-grades, maybe it disappears by magic, this is one of lives great mysteries like the Great Sphinx at Giza, the Bermuda Triangle or the meaning of the Voynich Manuscript.",True
2019-03-05,5,Good buy.,Please wash really well and there is no residue left in the drum. Washing comes out clean and smelling fresh.,True
2019-02-24,5,Clothes are clean and Smell nice,"Happy with purchasing this product in bulk, cheaper than picking it up from the supermarket. Did not find any residue after the wash.",True
2019-02-23,5,nice,product as described,True
2019-02-24,4,Yum,These were delicious! Only complaint is that they are smaller than normal magnums...,False
2019-03-18,1,dissapointment,"I have been cleaning the bathrooms in our home with various liquids for years. I bought a cif power and shine and I'm completely disappointed. Tiles, ceramics, mirrors in streaks ...",False
2019-03-21,1,Worst ever!!,"Thought I’d try this spray..... I’m sorry to say, it leaves streaks all over the kitchen surfaces. Again and again. I’ve used many Cif products before - all with great results - but this one is terrible!!",False
2019-02-24,5,Stay dry all day and night,"I have tried so many antiperspirants and all have let me down. LYNX is the only brand I can use that keeps me dry all day and night. I used to think that LYNX was just for teenagers and I had tried to move onto more expensive brands aimed at the mid-range male market, but they just didn't work as good as I had hoped. I have returned to LYNX and now I smell good and stay dry.",True
2019-02-24,5,Cheaper elsewhere,"Brilliant product, lasts a long time but can buy it for £5 elsewhere.",False
2019-02-24,5,Best softener about X,Beautiful smell throughout all my washing tip marks,True
2019-02-24,5,Stay dry all day and night,"I have tried so many antiperspirants and all have let me down. LYNX is the only brand I can use that keeps me dry all day and night. I used to think that LYNX was just for teenagers and I had tried to move onto more expensive brands aimed at the mid-range male market, but they just didn't work as good as I had hoped. I have returned to LYNX and now I smell good and stay dry.",True
2019-02-25,5,Soft but strong,"I love this wipes, the wipes are soft but strong. I use it at the late afternoon everyday, this let my face feeling refresh without the make up on. And I don't feel dry after using this wipes, when i am crazy, i don't even need to put the cream on. I am quite happy with the result of this new type of wipes. [This review was collected as part of a promotion.]",False
2019-02-26,5,Amazing product,"I discovered this amazing product 2 years ago and since then it has become a staple of mine! I love how after usage the skin feels tanned enough, much softer and shimmery as well. Could not recommend it more!",False
2019-02-25,5,Soft but strong,"I love this wipes, the wipes are soft but strong. I use it at the late afternoon everyday, this let my face feeling refresh without the make up on. And I don't feel dry after using this wipes, when i am crazy, i don't even need to put the cream on. I am quite happy with the result of this new type of wipes. [This review was collected as part of a promotion.]",False
2019-02-25,5,Great,"I bought this for my holidays and i love it, very fresh and smell nice all day long.",False
2019-02-25,5,Soft but strong,"I love this wipes, the wipes are soft but strong. I use it at the late afternoon everyday, this let my face feeling refresh without the make up on. And I don't feel dry after using this wipes, when i am crazy, i don't even need to put the cream on. I am quite happy with the result of this new type of wipes. [This review was collected as part of a promotion.]",False
2019-02-26,5,Great Toner - Even for Sensitive Skin,I have very sensitive skin and I know I can rely on the Simple range to care for my skin. I use this every evening after cleansing and it works brilliantly. Would highly recommend to anyone else with sensitive skin. [This review was collected as part of a promotion.],False
2019-02-26,4,"Feels good, doesn't leave any residue or scent","I didn't get much time to review this product to say if I found it highly effective or not, but I quite liked the way it made my skin feel when I applied it. It was easy to apply and soaked into my skin fast. It wasn't sticky and didn't leave any residue after. [This review was collected as part of a promotion.]",False
2019-02-26,5,Great toner,I am really impressed with this product as I have very dry sensitive skin. I choose the products I use carefully and know I can rely on the simple range. Easy to use and apply and leaves my face feeling fresh and clean. [This review was collected as part of a promotion.],False
2019-02-26,4,"Feels good, doesn't leave any residue or scent","I didn't get much time to review this product to say if I found it highly effective or not, but I quite liked the way it made my skin feel when I applied it. It was easy to apply and soaked into my skin fast. It wasn't sticky and didn't leave any residue after. [This review was collected as part of a promotion.]",False
2019-02-26,5,Great Toner - Even for Sensitive Skin,I have very sensitive skin and I know I can rely on the Simple range to care for my skin. I use this every evening after cleansing and it works brilliantly. Would highly recommend to anyone else with sensitive skin. [This review was collected as part of a promotion.],False
2019-02-26,5,Love it!,"I always love simple wipes, they2019re so easy to use and take all of my makeup off in one wipe. It even manages to take off my waterproof mascara! They leave my skin feeling fresh and clean. I would recommend this to anyone. [This review was collected as part of a promotion.]",False
2019-02-26,5,Amazing,"I rate this product 10-10.I have used so many products in the past few years and I got to say this is my favourite product.It does what it says.I would absolutely will be purchasing micelles cleansing wipes again.i will recommend everyone to once try this product your money will be worth it and you won2019t have any regrets of buying this pack of wipes, your money will be totally worth it.i have already received a feed back from my friends and family when they tried it at the make over event,they absoulutely are going to stick to using this product as this wipes are so soft on the skin and does the job. [This review was collected as part of a promotion.]",False
2019-02-26,4,Love Simple Products,I have been using these wipes for years. They're great. It is only recently I bought biodegradable ones. I then thought why aren't they ALL biodegradable? Something to think about guys....,False
2019-02-26,5,Great toner,I am really impressed with this product as I have very dry sensitive skin. I choose the products I use carefully and know I can rely on the simple range. Easy to use and apply and leaves my face feeling fresh and clean. [This review was collected as part of a promotion.],False
2019-02-26,5,Nourishing and Refreshing,I2019ve used the original simple wipes since before I can remember! These ones have more moisture in them and I feel as though it gets your makeup off a lot easier and feels more refreshing than the ordinary ones. [This review was collected as part of a promotion.],False
2019-02-26,4,Love Simple Products,I have been using these wipes for years. They're great. It is only recently I bought biodegradable ones. I then thought why aren't they ALL biodegradable? Something to think about guys....,False
2019-02-26,4,Love Simple Products,I have been using these wipes for years. They're great. It is only recently I bought biodegradable ones. I then thought why aren't they ALL biodegradable? Something to think about guys....,False
2019-02-26,5,Amazing,"I rate this product 10-10.I have used so many products in the past few years and I got to say this is my favourite product.It does what it says.I would absolutely will be purchasing micelles cleansing wipes again.i will recommend everyone to once try this product your money will be worth it and you won’t have any regrets of buying this pack of wipes, your money will be totally worth it.i have already received a feed back from my friends and family when they tried it at the make over event,they absoulutely are going to stick to using this product as this wipes are so soft on the skin and does the job. [This review was collected as part of a promotion.]",False
2019-02-26,5,Love it!,"I always love simple wipes, they’re so easy to use and take all of my makeup off in one wipe. It even manages to take off my waterproof mascara! They leave my skin feeling fresh and clean. I would recommend this to anyone. [This review was collected as part of a promotion.]",False
2019-02-26,5,Nourishing and Refreshing,I’ve used the original simple wipes since before I can remember! These ones have more moisture in them and I feel as though it gets your makeup off a lot easier and feels more refreshing than the ordinary ones. [This review was collected as part of a promotion.],False
2019-02-26,5,Amazing product,"I discovered this amazing product 2 years ago and since then it has become a staple of mine! I love how after usage the skin feels tanned enough, much softer and shimmery as well. Could not recommend it more!",False
2019-02-26,5,Recommend these,Bargin price,True
2019-02-26,5,Very happy,Very happy,True
2019-03-07,5,Very good liquid,Lovely smell,True
2019-02-26,5,Nourishing and Refreshing,I've used the original simple wipes since before I can remember! These ones have more moisture in them and I feel as though it gets your makeup off a lot easier and feels more refreshing than the ordinary ones. [This review was collected as part of a promotion.],False
2019-02-26,5,Amazing,"I rate this product 10-10.I have used so many products in the past few years and I got to say this is my favourite product.It does what it says.I would absolutely will be purchasing micelles cleansing wipes again.i will recommend everyone to once try this product your money will be worth it and you won't have any regrets of buying this pack of wipes, your money will be totally worth it.i have already received a feed back from my friends and family when they tried it at the make over event,they absoulutely are going to stick to using this product as this wipes are so soft on the skin and does the job. [This review was collected as part of a promotion.]",False
